videoname,poi,context,value
4280,Nick Offerman,4280,
4281,Donald Trump,4281,
4282,Christopher Hitchens,4282,
4283,Barack Obama,4283,
4284,Ronald Reagan,4284,
4285,Robert Kardashian,4285,
4286,Barack Obama,4286,
4287,Barack Obama,4287,
4288,Martin Luther King,4288,
4289,Nick Offerman,4289,
4290,Ayn Rand,4290,
4291,Alan Watts,4291,
4292,Calvin Coolidge,4292,
4293,Bill Clinton,4293,
4294,Barack Obama,4294,
4295,Ronald Reagan,4295,
4296,Bernie Sanders,4296,
4297,Christopher Hitchens,4297,
4298,FDR,4298,
4299,Nelson Mandela,4299,
4300,John Cleese,4300,
4301,Alec Guinness,4301,
4302,Alexandria Ocasio-Cortez,4302,
4303,Christopher Hitchens,4303,
4304,Robert Kardashian,4304,
4305,Kanye West,4305,
4306,Christopher Hitchens,4306,
4307,Ronald Reagan,4307,
4308,Barack Obama,4308,
4309,Bernie Sanders,4309,
4310,Barack Obama,4310,
4311,Christopher Hitchens,4311,
4312,Donald Trump,4312,
4313,Lyndon Johnson,4313,
4314,Bernie Sanders,4314,
4315,FDR,4315,
4316,Mark Zuckerberg,4316,
4317,Ayn Rand,4317,
4318,George Carlin,4318,
4319,Donald Trump,4319,
4320,Tucker Carlson,4320,
4321,Christopher Hitchens,4321,
4322,Queen Elizabeth II,4322,
4323,Donald Trump,4323,
4324,Mark Zuckerberg,4324,
4325,Arnold Schwarzenegger,4325,
4326,Christopher Hitchens,4326,
4327,Barack Obama,4327,
4328,Boris Johnson,4328,
4329,Barack Obama,4329,
4330,Barack Obama,4330,
4331,Barack Obama,4331,
4332,Martin Luther King,4332,
4333,Ayn Rand,4333,
4334,Ayn Rand,4334,
4335,Donald Trump,4335,
4336,Barack Obama,4336,
4337,Alexandria Ocasio-Cortez,4337,
4338,Barack Obama,4338,
4339,Louis C.K.,4339,
4340,Barack Obama,4340,
4341,Barack Obama,4341,
4342,Alec Guinness,4342,
4343,Alec Guinness,4343,
4344,Alec Guinness,4344,
4345,Barack Obama,4345,
4346,Winston Churchill,4346,
4347,Martin Luther King,4347,
4348,Barack Obama,4348,
4349,Alec Guinness,4349,
4350,Bernie Sanders,4350,
4351,The Notorious B.I.G.,4351,
4352,Kanye West,4352,
4353,Bernie Sanders,4353,
4354,JFK,4354,
4355,Barack Obama,4355,
4356,Alec Guinness,4356,
4357,Alec Guinness,4357,
4358,Bernie Sanders,4358,
4359,Mark Zuckerberg,4359,
4360,Ronald Reagan,4360,
4361,Bernie Sanders,4361,
4362,Alec Guinness,4362,
4363,Winston Churchill,4363,
4364,JFK,4364,
4365,Bill Clinton,4365,
4366,Martin Luther King,4366,
4367,Scarlett Johansson,4367,
4368,Christopher Hitchens,4368,
4369,Winston Churchill,4369,
4370,Louis Farrakhan,4370,
4371,Ayn Rand,4371,
4372,Martin Luther King,4372,
4373,Mark Zuckerberg,4373,
4374,Barack Obama,4374,
4375,Bill Clinton,4375,
4376,Ayn Rand,4376,
4377,Alec Guinness,4377,
4378,Donald Trump,4378,
4379,Ayn Rand,4379,
4380,Alec Guinness,4380,
4381,Nelson Mandela,4381,
4382,Boris Johnson,4382,
4383,Ayn Rand,4383,
4384,George Carlin,4384,
4385,Alec Guinness,4385,
4386,Mr. Rogers,4386,
4387,Bernie Sanders,4387,
4388,Dwight Eisenhower,4388,
4389,Alec Guinness,4389,
4390,Christopher Hitchens,4390,
4391,Alec Guinness,4391,
4392,Christopher Hitchens,4392,
4393,Ayn Rand,4393,
4394,Bill Burr,4394,
4395,Boris Johnson,4395,
4396,Bernie Sanders,4396,
4397,Donald Trump,4397,
4398,Donald Trump,4398,
4399,Ayn Rand,4399,
4400,Donald Trump,4400,
4401,Bernie Sanders,4401,
4402,Barack Obama,4402,
4403,Donald Trump,4403,
4404,Bill Clinton,4404,
4405,Dwight Eisenhower,4405,
4406,Ayn Rand,4406,
4407,Barack Obama,4407,
4408,Martin Luther King,4408,
4409,Bill Burr,4409,
4410,JFK,4410,
4411,Bill Clinton,4411,
4412,Bill Clinton,4412,
4413,Scarlett Johansson,4413,
4414,Christopher Hitchens,4414,
4415,Bernie Sanders,4415,
4416,JFK,4416,
4417,Bernie Sanders,4417,
4418,Donald Trump,4418,
4419,Ayn Rand,4419,
4420,Adam Driver,4420,
4421,Donald Trump,4421,
4422,Donald Trump,4422,
4423,Martin Luther King,4423,
4424,Alec Guinness,4424,
4425,Bill Clinton,4425,
4426,Bill Clinton,4426,
4427,Mark Zuckerberg,4427,
4428,Ayn Rand,4428,
4429,Barack Obama,4429,
4430,Winston Churchill,4430,
4431,Bill Clinton,4431,
4432,Queen Elizabeth II,4432,
4433,JFK,4433,
4434,Jerry Seinfeld,4434,
4435,Ayn Rand,4435,
4436,Barack Obama,4436,
4437,Ronald Reagan,4437,
4438,Donald Trump,4438,
4439,Donald Trump,4439,
4440,Christopher Hitchens,4440,
4441,Bernie Sanders,4441,
4442,Mark Zuckerberg,4442,
4443,Bob Ross,4443,
4444,Donald Trump,4444,
4445,Bernie Sanders,4445,
4446,JFK,4446,
4447,Bernie Sanders,4447,
4448,Scarlett Johansson,4448,
4449,Ayn Rand,4449,
4450,Bill Clinton,4450,
4451,Bernie Sanders,4451,
4452,Barack Obama,4452,
4453,William F. Buckley,4453,
4454,Barack Obama,4454,
4455,Ayn Rand,4455,
4456,Alec Guinness,4456,
4457,JFK,4457,
4458,Boris Johnson,4458,
4459,Winston Churchill,4459,
4460,Malcolm X,4460,
4461,JFK,4461,
4462,Barack Obama,4462,
4463,Bernie Sanders,4463,
4464,Bernie Sanders,4464,
4465,Christopher Hitchens,4465,
4466,FDR,4466,
4467,Ayn Rand,4467,
4468,Bill Burr,4468,
4469,John Cleese,4469,
4470,Alec Guinness,4470,
4471,Donald Trump,4471,
4472,Donald Trump,4472,
4473,Bernie Sanders,4473,
4474,Donald Trump,4474,
4475,Alec Guinness,4475,
4476,Alexandria Ocasio-Cortez,4476,
4477,Donald Trump,4477,
4478,Alec Guinness,4478,
4479,Barack Obama,4479,
4480,Donald Trump,4480,
4481,Mr. Rogers,4481,
4482,Ronald Reagan,4482,
4483,Mark Zuckerberg,4483,
4484,Bernie Sanders,4484,
4485,Ayn Rand,4485,
4486,Bill Clinton,4486,
4487,Bill Clinton,4487,
4488,Ayn Rand,4488,
4489,Alec Guinness,4489,
4490,Alec Guinness,4490,
4491,Bernie Sanders,4491,
4492,Alec Guinness,4492,
4493,Boris Johnson,4493,
4494,Donald Trump,4494,
4495,FDR,4495,
4496,Louis Farrakhan,4496,
4497,Calvin Coolidge,4497,
4498,Ronald Reagan,4498,
4499,Bill Clinton,4499,
4500,Alec Guinness,4500,
4501,George W. Bush,4501,
4502,JFK,4502,
4503,Donald Trump,4503,
4504,Donald Trump,4504,
4505,Christopher Hitchens,4505,
4506,Barack Obama,4506,
4507,Bernie Sanders,4507,
4508,Winston Churchill,4508,
4509,Louis Farrakhan,4509,
4510,Barack Obama,4510,
4511,Alec Guinness,4511,
4512,Calvin Coolidge,4512,
4513,Donald Trump,4513,
4514,Bernie Sanders,4514,
4515,Ayn Rand,4515,
4516,Donald Trump,4516,
4517,Alec Guinness,4517,
4518,Martin Luther King,4518,
4519,Donald Trump,4519,
4520,Barack Obama,4520,
4521,Mark Zuckerberg,4521,
4522,Donald Trump,4522,
4523,Ayn Rand,4523,
4524,Alec Guinness,4524,
4525,Bernie Sanders,4525,
4526,Barack Obama,4526,
4527,John Cleese,4527,
4528,Ayn Rand,4528,
4529,Donald Trump,4529,
4530,FDR,4530,
4531,Barack Obama,4531,
4532,FDR,4532,
4533,Christopher Hitchens,4533,
4534,Bill Clinton,4534,
4535,Winston Churchill,4535,
4536,Alec Guinness,4536,
4537,Alec Guinness,4537,
4538,Ronald Reagan,4538,
4539,Richard Nixon,4539,
4540,Donald Trump,4540,
4541,Mitch Hedberg,4541,
4542,Dwight Eisenhower,4542,
4543,Christopher Hitchens,4543,
4544,Donald Trump,4544,
4545,Barack Obama,4545,
4546,Alec Guinness,4546,
4547,JFK,4547,
4548,Alec Guinness,4548,
4549,Ayn Rand,4549,
4550,George W. Bush,4550,
4551,Ayn Rand,4551,
4552,Ayn Rand,4552,
4553,George Carlin,4553,
4554,Malcolm X,4554,
4555,Alec Guinness,4555,
4556,Alec Guinness,4556,
4557,Christopher Hitchens,4557,
4558,Ayn Rand,4558,
4559,Alexandria Ocasio-Cortez,4559,
4560,Alec Guinness,4560,
4561,Alec Guinness,4561,
4562,Barack Obama,4562,
4563,Ayn Rand,4563,
4564,Alec Guinness,4564,
4565,Alec Guinness,4565,
4566,Louis Farrakhan,4566,
4567,Donald Trump,4567,
4568,Bill Burr,4568,
4569,Alec Guinness,4569,
4570,Gilbert Gottfried,4570,
4571,Martin Luther King,4571,
4572,Orson Welles,4572,
4573,Bernie Sanders,4573,
4574,Barack Obama,4574,
4575,Orson Welles,4575,
4576,Barack Obama,4576,
4577,Bernie Sanders,4577,
4578,Arnold Schwarzenegger,4578,
4579,Ronald Reagan,4579,
4580,Christopher Hitchens,4580,
4581,Kanye West,4581,
4582,Donald Trump,4582,
4583,Gilbert Gottfried,4583,
4584,Ronald Reagan,4584,
4585,Arnold Schwarzenegger,4585,
4586,Barack Obama,4586,
4587,Ronald Reagan,4587,
4588,Donald Trump,4588,
4589,Ronald Reagan,4589,
4590,George Carlin,4590,
4591,Bill Clinton,4591,
4592,Ronald Reagan,4592,
4593,Barack Obama,4593,
4594,Alan Watts,4594,
4595,Alec Guinness,4595,
4596,Ayn Rand,4596,
4597,Winston Churchill,4597,
4598,Martin Luther King,4598,
4599,Alan Watts,4599,
4600,Ronald Reagan,4600,
4601,Barack Obama,4601,
4602,Mitch Hedberg,4602,
4603,Donald Trump,4603,
4604,Bernie Sanders,4604,
4605,Christopher Hitchens,4605,
4606,Ronald Reagan,4606,
4607,Arnold Schwarzenegger,4607,
4608,Ayn Rand,4608,
4609,Ayn Rand,4609,
4610,Donald Trump,4610,
4611,Milton Friedman,4611,
4612,Barack Obama,4612,
4613,FDR,4613,
4614,Ronald Reagan,4614,
4615,Lyndon Johnson,4615,
4616,Donald Trump,4616,
4617,Bernie Sanders,4617,
4618,Barack Obama,4618,
4619,Alec Guinness,4619,
4620,Bernie Sanders,4620,
4621,Mark Zuckerberg,4621,
4622,Barack Obama,4622,
4623,Donald Trump,4623,
4624,Donald Trump,4624,
4625,Mark Zuckerberg,4625,
4626,Ronald Reagan,4626,
4627,Donald Trump,4627,
4628,Bill Clinton,4628,
4629,2Pac,4629,
4630,Kanye West,4630,
4631,Bill Clinton,4631,
4632,Alec Guinness,4632,
4633,Ronald Reagan,4633,
4634,Ayn Rand,4634,
4635,Kanye West,4635,
4636,Bernie Sanders,4636,
4637,Ronald Reagan,4637,
4638,Ayn Rand,4638,
4639,Bernie Sanders,4639,
4640,Bill Clinton,4640,
4641,Ayn Rand,4641,
4642,George W. Bush,4642,
4643,Barack Obama,4643,
4644,Martin Luther King,4644,
4645,Alec Guinness,4645,
4646,Nelson Mandela,4646,
4647,JFK,4647,
4648,Queen Elizabeth II,4648,
4649,Ayn Rand,4649,
4650,Bernie Sanders,4650,
4651,Harry Truman,4651,
4652,Barack Obama,4652,
4653,Alec Guinness,4653,
4654,Donald Trump,4654,
4655,Donald Trump,4655,
4656,Louis C.K.,4656,
4657,Robert Kardashian,4657,
4658,Barack Obama,4658,
4659,Bernie Sanders,4659,
4660,Martin Luther King,4660,
4661,Alec Guinness,4661,
4662,Barack Obama,4662,
4663,2Pac,4663,
4664,Louis Farrakhan,4664,
4665,Alec Guinness,4665,
4666,Donald Trump,4666,
4667,Alexandria Ocasio-Cortez,4667,
4668,Malcolm X,4668,
4669,Ayn Rand,4669,
4670,Ayn Rand,4670,
4671,Alec Guinness,4671,
4672,Barack Obama,4672,
4673,Donald Trump,4673,
4674,Christopher Hitchens,4674,
4675,Alec Guinness,4675,
4676,Alec Guinness,4676,
4677,Nelson Mandela,4677,
4678,Winston Churchill,4678,
4679,Ronald Reagan,4679,
4680,Bernie Sanders,4680,
4681,Donald Trump,4681,
4682,Barack Obama,4682,
4683,Winston Churchill,4683,
4684,Barack Obama,4684,
4685,Ronald Reagan,4685,
4686,Martin Luther King,4686,
4687,Winston Churchill,4687,
4688,Christopher Hitchens,4688,
4689,Ayn Rand,4689,
4690,2Pac,4690,
4691,Alec Guinness,4691,
4692,Christopher Hitchens,4692,
4693,Christopher Hitchens,4693,
4694,Barack Obama,4694,
4695,Christopher Hitchens,4695,
4696,Martin Luther King,4696,
4697,Donald Trump,4697,
4698,Ronald Reagan,4698,
4699,Bill Clinton,4699,
4700,Alec Guinness,4700,
4701,Donald Trump,4701,
4702,Queen Elizabeth II,4702,
4703,Mark Zuckerberg,4703,
4704,Ayn Rand,4704,
4705,Mr. Rogers,4705,
4706,Barack Obama,4706,
4707,Bernie Sanders,4707,
4708,Ronald Reagan,4708,
4709,Bernie Sanders,4709,
4710,Queen Elizabeth II,4710,
4711,Ayn Rand,4711,
4712,Alec Guinness,4712,
4713,Ronald Reagan,4713,
4714,Donald Trump,4714,
4715,The Notorious B.I.G.,4715,
4716,Winston Churchill,4716,
4717,Ronald Reagan,4717,
4718,Barack Obama,4718,
4719,Alec Guinness,4719,
4720,George W. Bush,4720,
4721,Christopher Hitchens,4721,
4722,Louis Farrakhan,4722,
4723,Ronald Reagan,4723,
4724,Barack Obama,4724,
4725,Nelson Mandela,4725,
4726,Bill Clinton,4726,
4727,Christopher Hitchens,4727,
4728,Donald Trump,4728,
4729,Ayn Rand,4729,
4730,Queen Elizabeth II,4730,
4731,2Pac,4731,
4732,Martin Luther King,4732,
4733,Barack Obama,4733,
4734,Jimmy Carter,4734,
4735,Barack Obama,4735,
4736,Ayn Rand,4736,
4737,Lyndon Johnson,4737,
4738,Richard Nixon,4738,
4739,Barack Obama,4739,
4740,George W. Bush,4740,
4741,Ayn Rand,4741,
4742,Christopher Hitchens,4742,
4743,Louis Farrakhan,4743,
4744,Ronald Reagan,4744,
4745,Barack Obama,4745,
4746,Bill Clinton,4746,
4747,Ayn Rand,4747,
4748,George W. Bush,4748,
4749,Ayn Rand,4749,
4750,Mark Zuckerberg,4750,
4751,Martin Luther King,4751,
4752,Jerry Seinfeld,4752,
4753,Ronald Reagan,4753,
4754,Harry Truman,4754,
4755,Ayn Rand,4755,
4756,George Carlin,4756,
4757,Louis Farrakhan,4757,
4758,Mark Zuckerberg,4758,
4759,Alec Guinness,4759,
4760,Bernie Sanders,4760,
4761,Donald Trump,4761,
4762,Jeff Goldblum,4762,
4763,The Notorious B.I.G.,4763,
4764,Ayn Rand,4764,
4765,Ayn Rand,4765,
4766,Alec Guinness,4766,
4767,Donald Trump,4767,
4768,Christopher Hitchens,4768,
4769,Bill Clinton,4769,
4770,Martin Luther King,4770,
4771,Alec Guinness,4771,
4772,Ayn Rand,4772,
4773,Alec Guinness,4773,
4774,Barack Obama,4774,
4775,Donald Trump,4775,
4776,Bill Clinton,4776,
4777,Bill Clinton,4777,
4778,Donald Trump,4778,
4779,Dwight Eisenhower,4779,
4780,Christopher Hitchens,4780,
4781,Alec Guinness,4781,
4782,Lyndon Johnson,4782,
4783,Bill Burr,4783,
4784,Bernie Sanders,4784,
4785,Milton Friedman,4785,
4786,Alec Guinness,4786,
4787,FDR,4787,
4788,Alexandria Ocasio-Cortez,4788,
4789,Alexandria Ocasio-Cortez,4789,
4790,Barack Obama,4790,
4791,Barack Obama,4791,
4792,Ayn Rand,4792,
4793,Alexandria Ocasio-Cortez,4793,
4794,Alec Guinness,4794,
4795,Barack Obama,4795,
4796,Donald Trump,4796,
4797,Barack Obama,4797,
4798,Alec Guinness,4798,
4799,Dwight Eisenhower,4799,
4800,Winston Churchill,4800,
4801,Bernie Sanders,4801,
4802,Alec Guinness,4802,
4803,Alec Guinness,4803,
4804,Alec Guinness,4804,
4805,Winston Churchill,4805,
4806,Martin Luther King,4806,
4807,Alexandria Ocasio-Cortez,4807,
4808,Ronald Reagan,4808,
4809,Alec Guinness,4809,
4810,Queen Elizabeth II,4810,
4811,Barack Obama,4811,
4812,Ayn Rand,4812,
4813,Ayn Rand,4813,
4814,Barack Obama,4814,
4815,Christopher Hitchens,4815,
4816,Donald Trump,4816,
4817,Christopher Hitchens,4817,
4818,Alec Guinness,4818,
4819,Alec Guinness,4819,
4820,Barack Obama,4820,
4821,Milton Friedman,4821,
4822,Winston Churchill,4822,
4823,Ronald Reagan,4823,
4824,Barack Obama,4824,
4825,Bill Burr,4825,
4826,Bernie Sanders,4826,
4827,Christopher Hitchens,4827,
4828,Barack Obama,4828,
4829,Arnold Schwarzenegger,4829,
4830,Donald Trump,4830,
4831,Alec Guinness,4831,
4832,Gilbert Gottfried,4832,
4833,Milton Friedman,4833,
4834,Winston Churchill,4834,
4835,Ayn Rand,4835,
4836,Bill Burr,4836,
4837,George Carlin,4837,
4838,Mr. Rogers,4838,
4839,Barack Obama,4839,
4840,Bill Clinton,4840,
4841,Donald Trump,4841,
4842,Winston Churchill,4842,
4843,John Cleese,4843,
4844,Mr. Rogers,4844,
4845,Alan Watts,4845,
4846,Queen Elizabeth II,4846,
4847,Barack Obama,4847,
4848,Nelson Mandela,4848,
4849,Bill Clinton,4849,
4850,Donald Trump,4850,
4851,Bill Clinton,4851,
4852,The Notorious B.I.G.,4852,
4853,FDR,4853,
4854,Barack Obama,4854,
4855,George W. Bush,4855,
4856,Norm MacDonald,4856,
4857,Bob Ross,4857,
4858,Boris Johnson,4858,
4859,Barack Obama,4859,
4860,Bernie Sanders,4860,
4861,Ronald Reagan,4861,
4862,Bernie Sanders,4862,
4863,Barack Obama,4863,
4864,The Notorious B.I.G.,4864,
4865,Donald Trump,4865,
4866,Donald Trump,4866,
4867,Barack Obama,4867,
4868,Bernie Sanders,4868,
4869,Alec Guinness,4869,
4870,Orson Welles,4870,
4871,Bill Clinton,4871,
4872,Alec Guinness,4872,
4873,Donald Trump,4873,
4874,George Carlin,4874,
4875,Orson Welles,4875,
4876,Barack Obama,4876,
4877,Donald Trump,4877,
4878,The Notorious B.I.G.,4878,
4879,Bill Clinton,4879,
4880,Alexandria Ocasio-Cortez,4880,
4881,Barack Obama,4881,
4882,Bernie Sanders,4882,
4883,Donald Trump,4883,
4884,Alan Watts,4884,
4885,Barack Obama,4885,
4886,George Carlin,4886,
4887,Queen Elizabeth II,4887,
4888,Ayn Rand,4888,
4889,Louis C.K.,4889,
4890,Alec Guinness,4890,
4891,Alec Guinness,4891,
4892,Barack Obama,4892,
4893,Ayn Rand,4893,
4894,JFK,4894,
4895,Alec Guinness,4895,
4896,Bill Clinton,4896,
4897,Ronald Reagan,4897,
4898,Ayn Rand,4898,
4899,Bernie Sanders,4899,
4900,FDR,4900,
4901,Ayn Rand,4901,
4902,Alec Guinness,4902,
4903,Alec Guinness,4903,
4904,JFK,4904,
4905,Winston Churchill,4905,
4906,Nelson Mandela,4906,
4907,Barack Obama,4907,
4908,George Carlin,4908,
4909,Barack Obama,4909,
4910,FDR,4910,
4911,Barack Obama,4911,
4912,Ronald Reagan,4912,
4913,Queen Elizabeth II,4913,
4914,Arnold Schwarzenegger,4914,
4915,JFK,4915,
4916,Ronald Reagan,4916,
4917,George W. Bush,4917,
4918,Barack Obama,4918,
4919,Louis Farrakhan,4919,
4920,Barack Obama,4920,
4921,Bill Clinton,4921,
4922,Barack Obama,4922,
4923,Barack Obama,4923,
4924,Martin Luther King,4924,
4925,Mark Zuckerberg,4925,
4926,Alec Guinness,4926,
4927,Bill Clinton,4927,
4928,Bernie Sanders,4928,
4929,Barack Obama,4929,
4930,Christopher Hitchens,4930,
4931,Alec Guinness,4931,
4932,Dwight Eisenhower,4932,
4933,Alec Guinness,4933,
4934,Ronald Reagan,4934,
4935,JFK,4935,
4936,Winston Churchill,4936,
4937,Bernie Sanders,4937,
4938,Bernie Sanders,4938,
4939,Ronald Reagan,4939,
4940,Donald Trump,4940,
4941,Richard Nixon,4941,
4942,Donald Trump,4942,
4943,Christopher Hitchens,4943,
4944,Gilbert Gottfried,4944,
4945,Mark Zuckerberg,4945,
4946,Ayn Rand,4946,
4947,FDR,4947,
4948,Barack Obama,4948,
4949,Alec Guinness,4949,
4950,FDR,4950,
4951,Ronald Reagan,4951,
4952,Mr. Rogers,4952,
4953,Donald Trump,4953,
4954,Bill Clinton,4954,
4955,Barack Obama,4955,
4956,Bernie Sanders,4956,
4957,Jeff Goldblum,4957,
4958,Ayn Rand,4958,
4959,Alan Watts,4959,
4960,JFK,4960,
4961,Donald Trump,4961,
4962,Donald Trump,4962,
4963,Alec Guinness,4963,
4964,Barack Obama,4964,
4965,Bernie Sanders,4965,
4966,Donald Trump,4966,
4967,Alec Guinness,4967,
4968,Christopher Hitchens,4968,
4969,Nelson Mandela,4969,
4970,Mark Zuckerberg,4970,
4971,Bill Clinton,4971,
4972,Bernie Sanders,4972,
4973,Barack Obama,4973,
4974,Bernie Sanders,4974,
4975,Christopher Hitchens,4975,
4976,Winston Churchill,4976,
4977,Mark Zuckerberg,4977,
4978,Alec Guinness,4978,
4979,Donald Trump,4979,
4980,Ayn Rand,4980,
4981,Bill Clinton,4981,
4982,Bernie Sanders,4982,
4983,Richard Nixon,4983,
4984,Christopher Hitchens,4984,
4985,Adam Driver,4985,
4986,Ronald Reagan,4986,
4987,Ronald Reagan,4987,
4988,Alan Watts,4988,
4989,Barack Obama,4989,
4990,Mark Zuckerberg,4990,
4991,Bob Ross,4991,
4992,Barack Obama,4992,
4993,Gilbert Gottfried,4993,
4994,Milton Friedman,4994,
4995,Boris Johnson,4995,
4996,Nick Offerman,4996,
4997,Ayn Rand,4997,
4998,Martin Luther King,4998,
4999,Christopher Hitchens,4999,
5000,Barack Obama,5000,
5001,Richard Nixon,5001,
5002,Bernie Sanders,5002,
5003,Christopher Hitchens,5003,
5004,FDR,5004,
5005,Alec Guinness,5005,
5006,Alec Guinness,5006,
5007,Barack Obama,5007,
5008,Barack Obama,5008,
5009,JFK,5009,
5010,Robert Kardashian,5010,
5011,Nelson Mandela,5011,
5012,Bernie Sanders,5012,
5013,Louis Farrakhan,5013,
5014,George Carlin,5014,
5015,Milton Friedman,5015,
5016,Ronald Reagan,5016,
5017,Bernie Sanders,5017,
5018,Barack Obama,5018,
5019,Barack Obama,5019,
5020,Alexandria Ocasio-Cortez,5020,
5021,Adam Driver,5021,
5022,Ayn Rand,5022,
5023,Bill Clinton,5023,
5024,Bill Clinton,5024,
5025,Barack Obama,5025,
5026,Alan Watts,5026,
5027,Barack Obama,5027,
5028,Bill Clinton,5028,
5029,Alec Guinness,5029,
5030,Milton Friedman,5030,
5031,Ronald Reagan,5031,
5032,Boris Johnson,5032,
5033,Donald Trump,5033,
5034,Barack Obama,5034,
5035,Barack Obama,5035,
5036,Alec Guinness,5036,
5037,Christopher Hitchens,5037,
5038,Bernie Sanders,5038,
5039,Alec Guinness,5039,
5040,Barack Obama,5040,
5041,Ayn Rand,5041,
5042,Bill Clinton,5042,
5043,Alec Guinness,5043,
5044,Nelson Mandela,5044,
5045,Donald Trump,5045,
5046,John Cleese,5046,
5047,Donald Trump,5047,
5048,Ronald Reagan,5048,
5049,Alec Guinness,5049,
5050,Norm MacDonald,5050,
5051,JFK,5051,
5052,Calvin Coolidge,5052,
5053,JFK,5053,
5054,Ayn Rand,5054,
5055,JFK,5055,
5056,Donald Trump,5056,
5057,Donald Trump,5057,
5058,Barack Obama,5058,
5059,Alec Guinness,5059,
5060,Christopher Hitchens,5060,
5061,Alec Guinness,5061,
5062,Barack Obama,5062,
5063,Louis Farrakhan,5063,
5064,Milton Friedman,5064,
5065,Donald Trump,5065,
5066,Donald Trump,5066,
5067,Bernie Sanders,5067,
5068,Barack Obama,5068,
5069,Ayn Rand,5069,
5070,Ayn Rand,5070,
5071,Ayn Rand,5071,
5072,Louis Farrakhan,5072,
5073,Richard Nixon,5073,
5074,Donald Trump,5074,
5075,Mark Zuckerberg,5075,
5076,Alec Guinness,5076,
5077,Barack Obama,5077,
5078,Alec Guinness,5078,
5079,Barack Obama,5079,
5080,Donald Trump,5080,
5081,Robert Kardashian,5081,
5082,Donald Trump,5082,
5083,Ayn Rand,5083,
5084,Donald Trump,5084,
5085,Kanye West,5085,
5086,Alec Guinness,5086,
5087,Donald Trump,5087,
5088,Barack Obama,5088,
5089,Barack Obama,5089,
5090,JFK,5090,
5091,Alec Guinness,5091,
5092,Arnold Schwarzenegger,5092,
5093,Ayn Rand,5093,
5094,Bill Burr,5094,
5095,Bernie Sanders,5095,
5096,Alan Watts,5096,
5097,Arnold Schwarzenegger,5097,
5098,Malcolm X,5098,
5099,Arnold Schwarzenegger,5099,
5100,Winston Churchill,5100,
5101,Barack Obama,5101,
5102,Barack Obama,5102,
5103,Queen Elizabeth II,5103,
5104,Ronald Reagan,5104,
5105,Bernie Sanders,5105,
5106,Christopher Hitchens,5106,
5107,Donald Trump,5107,
5108,Barack Obama,5108,
5109,Donald Trump,5109,
5110,George W. Bush,5110,
5111,Alec Guinness,5111,
5112,Christopher Hitchens,5112,
5113,Barack Obama,5113,
5114,John Cleese,5114,
5115,Harry Truman,5115,
5116,Ronald Reagan,5116,
5117,Orson Welles,5117,
5118,Alec Guinness,5118,
5119,Ayn Rand,5119,
5120,Ayn Rand,5120,
5121,Bernie Sanders,5121,
5122,Alan Watts,5122,
5123,Ayn Rand,5123,
5124,Winston Churchill,5124,
5125,Bernie Sanders,5125,
5126,Bernie Sanders,5126,
5127,FDR,5127,
5128,Mark Zuckerberg,5128,
5129,Ayn Rand,5129,
5130,Norm MacDonald,5130,
5131,Alexandria Ocasio-Cortez,5131,
5132,Ronald Reagan,5132,
5133,Milton Friedman,5133,
5134,Nelson Mandela,5134,
5135,Christopher Hitchens,5135,
5136,Boris Johnson,5136,
5137,Donald Trump,5137,
5138,Martin Luther King,5138,
5139,Bernie Sanders,5139,
5140,Donald Trump,5140,
5141,Barack Obama,5141,
5142,Bernie Sanders,5142,
5143,Alec Guinness,5143,
5144,Barack Obama,5144,
5145,Christopher Hitchens,5145,
5146,Bernie Sanders,5146,
5147,Richard Nixon,5147,
5148,Barack Obama,5148,
5149,Barack Obama,5149,
5150,Alec Guinness,5150,
5151,Alec Guinness,5151,
5152,Barack Obama,5152,
5153,Queen Elizabeth II,5153,
5154,Christopher Hitchens,5154,
5155,Ronald Reagan,5155,
5156,Donald Trump,5156,
5157,Donald Trump,5157,
5158,Ayn Rand,5158,
5159,Norm MacDonald,5159,
5160,Bernie Sanders,5160,
